GEOID,Latitude,Longitude
061070039022,-118.97860763932205,36.06120210587102
061070039023,-118.96792076747751,36.05867685305537
061070040001,-118.98369063961584,36.03810959302839
060730101071,-117.08032116014444,32.58612260653971
060730101072,-117.07644225440572,32.582184740313906
060730101073,-117.0792245510173,32.57848220716546
060730101101,-117.08904740102521,32.57969878053652
060730101102,-117.08623894989577,32.572837384313615
060730101104,-117.09060464986696,32.569159330424625
060730101105,-117.08832627751049,32.5634746721267
060133451021,-121.94918000430067,37.74144579181095
060730117004,-117.10299617559981,32.67544217625327
060730118011,-117.10348382603077,32.67870233069045
060650456123,-115.86413052664516,33.47010542602136
060730118012,-117.10449654479541,32.681292573632064
060730117003,-117.10067017878839,32.67251556346988
060730118021,-117.09530821137164,32.68100613216377
060730118022,-117.09593575243224,32.684571016694804
060730119021,-117.07180271707871,32.68770170357605
060871104011,-121.76896503027514,36.907139058380764
060871105031,-121.77320216874243,36.929787298168186
060871217011,-121.9600091796731,36.97127274253001
060871209011,-122.01441133725524,37.080185480946426
060871216011,-121.96890611670231,36.95825639505186
060871217021,-121.9693220938956,36.97801557639216
060871103012,-121.7495476729926,36.90911109872616
060871101022,-121.74179022636278,36.91872174929413
060590627023,-117.86967427137672,33.59881165311138
061070041021,-119.02452584394366,36.04556993997814
060730101121,-117.07816343482196,32.5658453442999
060730101111,-117.06439187462722,32.56448101508601
060730103004,-117.1163819818998,32.579321343109676
061070042002,-119.30840957833331,35.976124824227746
060730119022,-117.08002986221659,32.68759737058406
060730119024,-117.08435083306979,32.69159329075705
060730120021,-117.0835901721563,32.680133377274885
060730120022,-117.07640100013619,32.68285404745126
060730120032,-117.07815669681328,32.67714473320176
060730121011,-117.0878571412555,32.66510342817501
060730121021,-117.08209294620714,32.66862027199485
060730121022,-117.07392033880645,32.67265871358538
060730122002,-117.07137871054688,32.66459688515215
060730123021,-117.08036701312508,32.64076941003331
060730123031,-117.07413605529553,32.65189511806021
060730123032,-117.08097246552616,32.64896745817879
060730123041,-117.07683215023285,32.64215774714687
060730104021,-117.10564770192123,32.57469529726112
