Median_Household_Income,Population_Below_Poverty,High_School_Diploma_25plus,Bachelors_Degree_25plus,Unemployment,Median_Housing_Value,Median_Gross_Rent,Renter_Occupied_Housing_Units,Total_Population,Median_Age,Per_Capita_Income,Families_Below_Poverty,State,County,Tract,Block Group,year
32955.0,,217.0,36.0,158.0,332500.0,1009.0,443.0,2771.0,22.6,9140.0,153.0,6,71,1813,2,2013
49353.0,,115.0,92.0,130.0,149300.0,768.0,256.0,1635.0,31.1,26735.0,0.0,6,71,9715,1,2013
41840.0,,204.0,17.0,82.0,110200.0,600.0,124.0,1050.0,38.5,21334.0,58.0,6,71,11800,2,2013
45250.0,,327.0,53.0,71.0,85700.0,1024.0,327.0,1769.0,41.7,16672.0,110.0,6,71,11800,3,2013
83068.0,,135.0,149.0,132.0,239500.0,-666666666.0,71.0,1354.0,41.5,33326.0,53.0,6,71,9715,3,2013
44853.0,,380.0,89.0,54.0,196500.0,845.0,157.0,1647.0,42.2,20178.0,88.0,6,71,9715,2,2013
62782.0,,72.0,70.0,129.0,150300.0,1273.0,148.0,1174.0,25.9,21568.0,46.0,6,71,10012,1,2013
50543.0,,295.0,118.0,193.0,164000.0,1120.0,163.0,1725.0,33.0,17791.0,67.0,6,71,10012,2,2013
39455.0,,467.0,82.0,288.0,116400.0,1113.0,255.0,3185.0,29.3,14656.0,179.0,6,71,10015,1,2013
47368.0,,424.0,150.0,172.0,124300.0,856.0,450.0,2252.0,29.0,25881.0,58.0,6,71,10409,1,2013
20625.0,,265.0,56.0,70.0,99800.0,432.0,120.0,839.0,61.8,22626.0,20.0,6,71,10409,2,2013
57333.0,,189.0,80.0,61.0,153600.0,884.0,91.0,726.0,53.5,29132.0,0.0,6,71,11900,4,2013
66500.0,,27.0,87.0,14.0,119900.0,2001.0,57.0,530.0,24.5,16781.0,0.0,6,71,11900,2,2013
134258.0,,0.0,164.0,18.0,378800.0,-666666666.0,16.0,774.0,46.6,45950.0,0.0,6,71,7302,6,2013
94438.0,,154.0,456.0,45.0,369300.0,1249.0,360.0,2131.0,33.1,47393.0,17.0,6,71,7302,3,2013
49737.0,,124.0,526.0,152.0,274200.0,1894.0,163.0,1960.0,54.5,31197.0,0.0,6,71,7302,4,2013
113304.0,,78.0,84.0,40.0,407800.0,-666666666.0,0.0,961.0,46.0,38064.0,0.0,6,71,7302,2,2013
30956.0,,321.0,22.0,116.0,121300.0,926.0,182.0,1244.0,36.2,13610.0,77.0,6,71,10010,2,2013
46964.0,,267.0,53.0,66.0,146300.0,1697.0,103.0,1214.0,32.5,15943.0,67.0,6,71,10010,1,2013
30991.0,,443.0,89.0,96.0,135500.0,962.0,357.0,2193.0,28.2,12306.0,162.0,6,71,10010,3,2013
43576.0,,207.0,5.0,51.0,108500.0,958.0,109.0,1470.0,25.9,12098.0,48.0,6,71,10013,2,2013
52949.0,,376.0,65.0,202.0,112100.0,1288.0,236.0,3091.0,31.4,15013.0,55.0,6,71,10013,4,2013
35971.0,,420.0,157.0,205.0,117400.0,1073.0,748.0,2724.0,28.1,15078.0,145.0,6,71,10020,2,2013
50795.0,,453.0,45.0,190.0,134300.0,1096.0,61.0,2351.0,26.1,15471.0,66.0,6,71,10020,1,2013
56212.0,,165.0,132.0,0.0,164800.0,936.0,122.0,936.0,47.9,28879.0,13.0,6,71,10413,2,2013
17292.0,,247.0,51.0,131.0,87300.0,711.0,137.0,956.0,52.0,14614.0,64.0,6,71,10416,3,2013
32212.0,,249.0,48.0,37.0,107000.0,875.0,58.0,727.0,52.1,21211.0,10.0,6,71,10416,2,2013
33750.0,,111.0,115.0,45.0,410000.0,790.0,80.0,703.0,39.4,28832.0,21.0,6,71,10802,4,2013
36313.0,,175.0,43.0,32.0,190200.0,929.0,120.0,566.0,47.1,25681.0,22.0,6,71,10802,3,2013
57961.0,,100.0,59.0,23.0,231700.0,1693.0,102.0,1169.0,29.0,16903.0,8.0,6,71,1810,3,2013
58783.0,,572.0,207.0,184.0,270200.0,1408.0,317.0,3338.0,30.3,23282.0,64.0,6,71,1704,1,2013
70380.0,,284.0,76.0,151.0,302700.0,991.0,197.0,2107.0,27.8,17366.0,74.0,6,71,1704,2,2013
53594.0,,491.0,51.0,108.0,253900.0,1214.0,89.0,2539.0,30.2,13488.0,45.0,6,71,605,2,2013
26444.0,,191.0,33.0,56.0,222800.0,875.0,367.0,1580.0,31.5,14386.0,69.0,6,71,605,1,2013
96923.0,,131.0,252.0,19.0,370400.0,-666666666.0,45.0,2092.0,27.3,31059.0,49.0,6,71,1901,2,2013
113068.0,,59.0,288.0,126.0,395800.0,2001.0,74.0,2018.0,31.2,28981.0,0.0,6,71,1901,3,2013
109800.0,,257.0,267.0,55.0,349300.0,2001.0,99.0,1764.0,36.0,32594.0,0.0,6,71,1901,1,2013
55995.0,,201.0,144.0,64.0,279700.0,1208.0,369.0,1987.0,30.3,18650.0,98.0,6,71,903,2,2013
27337.0,,206.0,56.0,201.0,265100.0,1002.0,461.0,1748.0,30.6,13601.0,71.0,6,71,903,3,2013
37986.0,,114.0,56.0,96.0,225000.0,1057.0,320.0,740.0,29.2,24199.0,17.0,6,71,903,1,2013
43255.0,,366.0,559.0,188.0,188500.0,1392.0,1396.0,3625.0,28.6,20174.0,135.0,6,71,821,1,2013
51406.0,,231.0,70.0,143.0,200000.0,1036.0,144.0,1025.0,30.5,11632.0,91.0,6,71,2801,3,2013
62654.0,,369.0,119.0,337.0,174100.0,1645.0,179.0,2845.0,26.3,14246.0,96.0,6,71,2801,1,2013
38388.0,,145.0,31.0,152.0,191300.0,1109.0,258.0,1811.0,22.8,11348.0,106.0,6,71,2801,2,2013
41250.0,,153.0,24.0,200.0,155500.0,819.0,325.0,2126.0,29.9,14381.0,52.0,6,71,7603,3,2013
23958.0,,185.0,47.0,67.0,172800.0,812.0,241.0,1035.0,42.1,18368.0,0.0,6,71,7603,2,2013
67143.0,,211.0,28.0,8.0,126700.0,914.0,254.0,1491.0,35.6,31348.0,78.0,6,71,10419,3,2013
51250.0,,544.0,121.0,105.0,240600.0,793.0,147.0,1944.0,36.6,15883.0,27.0,6,71,8601,3,2013
100625.0,,177.0,40.0,148.0,285000.0,1368.0,44.0,1063.0,43.1,30359.0,19.0,6,71,4503,2,2013
32917.0,,154.0,39.0,185.0,108900.0,1131.0,185.0,2088.0,23.5,7326.0,121.0,6,71,4900,2,2013
22922.0,,134.0,18.0,214.0,98600.0,777.0,489.0,2499.0,23.9,7168.0,311.0,6,71,4900,3,2013
11515.0,,156.0,22.0,70.0,168500.0,421.0,255.0,984.0,23.2,7781.0,114.0,6,71,5800,3,2013
31990.0,,244.0,13.0,113.0,114200.0,1008.0,190.0,1237.0,39.9,14113.0,80.0,6,71,4700,1,2013
31146.0,,164.0,6.0,108.0,130300.0,813.0,172.0,1417.0,27.0,12224.0,120.0,6,71,4800,1,2013
23750.0,,268.0,11.0,115.0,109800.0,895.0,292.0,1966.0,25.3,6688.0,209.0,6,71,4800,2,2013
41082.0,,254.0,130.0,120.0,156000.0,1043.0,320.0,1259.0,36.6,19563.0,81.0,6,71,5100,5,2013
98750.0,,233.0,88.0,64.0,157700.0,990.0,167.0,1034.0,30.2,24321.0,68.0,6,71,5100,3,2013
83929.0,,182.0,30.0,23.0,216200.0,-666666666.0,16.0,704.0,35.4,23080.0,33.0,6,71,5100,2,2013
34063.0,,39.0,53.0,52.0,122900.0,730.0,104.0,1021.0,28.3,14457.0,110.0,6,71,5100,7,2013
59138.0,,289.0,47.0,143.0,154900.0,1729.0,85.0,1729.0,32.2,16337.0,13.0,6,71,5100,4,2013
37131.0,,167.0,26.0,142.0,93600.0,1137.0,301.0,2214.0,21.8,9250.0,104.0,6,71,6402,2,2013
71250.0,,107.0,265.0,10.0,250300.0,890.0,111.0,1137.0,30.2,24863.0,0.0,6,71,8402,1,2013
64196.0,,204.0,127.0,57.0,210500.0,590.0,71.0,1356.0,47.4,30417.0,57.0,6,71,8402,3,2013
104412.0,,227.0,316.0,85.0,236200.0,-666666666.0,15.0,2417.0,39.1,35773.0,29.0,6,71,8402,2,2013
24245.0,,348.0,81.0,144.0,68700.0,677.0,500.0,2296.0,31.0,13498.0,255.0,6,71,9400,2,2013
39097.0,,940.0,287.0,108.0,171700.0,1159.0,431.0,3174.0,68.6,32659.0,22.0,6,71,9707,1,2013
37969.0,,198.0,47.0,88.0,219700.0,791.0,136.0,939.0,49.7,23827.0,58.0,6,71,9708,1,2013
61818.0,,172.0,188.0,22.0,219200.0,1336.0,55.0,1066.0,48.9,22546.0,24.0,6,71,7404,1,2013
49485.0,,168.0,28.0,101.0,126200.0,1178.0,112.0,762.0,35.4,21473.0,34.0,6,71,10802,2,2013
95625.0,,83.0,147.0,83.0,217800.0,-666666666.0,14.0,1014.0,38.1,25440.0,0.0,6,71,7404,2,2013
52381.0,,152.0,96.0,60.0,85600.0,1125.0,88.0,886.0,54.6,34763.0,11.0,6,71,7404,4,2013
94773.0,,75.0,190.0,17.0,225500.0,-666666666.0,54.0,735.0,49.2,37959.0,11.0,6,71,7404,3,2013
36629.0,,142.0,91.0,148.0,139200.0,941.0,207.0,1672.0,29.6,14463.0,153.0,6,71,7000,2,2013
16976.0,,162.0,11.0,100.0,48100.0,801.0,322.0,1258.0,25.1,8024.0,135.0,6,71,5800,1,2013
39185.0,,183.0,0.0,214.0,132900.0,836.0,209.0,2197.0,24.6,9696.0,67.0,6,71,7000,1,2013
24399.0,,207.0,0.0,159.0,88300.0,861.0,465.0,1861.0,24.2,10552.0,208.0,6,71,7000,3,2013
58571.0,,113.0,41.0,48.0,129700.0,920.0,12.0,493.0,46.6,24344.0,11.0,6,71,5200,3,2013
72917.0,,104.0,129.0,24.0,171100.0,1435.0,85.0,751.0,38.2,29539.0,6.0,6,71,5200,4,2013
29375.0,,261.0,44.0,121.0,201400.0,929.0,350.0,1254.0,29.5,17787.0,89.0,6,71,5200,1,2013
39830.0,,72.0,70.0,0.0,196300.0,-666666666.0,41.0,522.0,53.1,23955.0,41.0,6,71,6100,7,2013
37054.0,,206.0,0.0,60.0,211500.0,-666666666.0,64.0,1224.0,19.5,8669.0,64.0,6,71,6100,4,2013
59609.0,,164.0,79.0,37.0,199200.0,-666666666.0,23.0,948.0,25.7,18489.0,23.0,6,71,6100,2,2013
39861.0,,71.0,24.0,57.0,134400.0,1094.0,45.0,817.0,31.9,14970.0,30.0,6,71,6700,3,2013
52460.0,,162.0,22.0,80.0,153300.0,1125.0,99.0,1222.0,26.8,16939.0,30.0,6,71,6700,2,2013
35286.0,,110.0,10.0,48.0,213900.0,1088.0,230.0,1132.0,24.7,10445.0,53.0,6,71,6700,4,2013
37500.0,,89.0,29.0,29.0,211100.0,1704.0,104.0,758.0,34.6,30773.0,29.0,6,71,10004,3,2013
26270.0,,255.0,6.0,102.0,112300.0,845.0,318.0,2010.0,25.2,7610.0,126.0,6,71,10014,3,2013
29400.0,,260.0,25.0,112.0,92300.0,677.0,354.0,1775.0,26.8,10707.0,93.0,6,71,10014,2,2013
31683.0,,244.0,0.0,220.0,115900.0,906.0,128.0,1316.0,25.6,10338.0,101.0,6,71,10014,1,2013
39828.0,,609.0,100.0,219.0,123800.0,984.0,485.0,3301.0,29.7,13308.0,192.0,6,71,10016,1,2013
57895.0,,335.0,54.0,299.0,133100.0,1243.0,204.0,2384.0,28.7,14711.0,139.0,6,71,10016,2,2013
97283.0,,276.0,221.0,111.0,353800.0,-666666666.0,94.0,2398.0,31.7,26009.0,0.0,6,71,10017,3,2013
59509.0,,1250.0,488.0,980.0,172000.0,1669.0,785.0,9949.0,26.9,18169.0,392.0,6,71,10017,2,2013
67097.0,,332.0,35.0,135.0,296700.0,-666666666.0,104.0,2231.0,47.2,33212.0,63.0,6,71,10017,1,2013
37039.0,,154.0,19.0,151.0,162500.0,996.0,293.0,2023.0,22.3,8590.0,98.0,6,71,3200,1,2013
59868.0,,204.0,124.0,121.0,198500.0,1536.0,26.0,1324.0,29.4,15536.0,68.0,6,71,3200,6,2013
31563.0,,135.0,19.0,54.0,186900.0,1109.0,137.0,778.0,34.1,12248.0,27.0,6,71,3200,5,2013
56667.0,,345.0,74.0,64.0,199100.0,1662.0,83.0,1282.0,43.8,18951.0,0.0,6,71,3200,2,2013
52969.0,,314.0,23.0,204.0,174800.0,1250.0,66.0,1693.0,31.2,13907.0,49.0,6,71,3200,3,2013
51927.0,,136.0,22.0,146.0,203900.0,1690.0,36.0,1447.0,31.1,14860.0,26.0,6,71,3200,4,2013
37935.0,,414.0,194.0,385.0,155500.0,957.0,567.0,3424.0,34.0,17869.0,86.0,6,71,10411,2,2013
51708.0,,147.0,12.0,110.0,178900.0,1141.0,101.0,1017.0,46.0,26117.0,0.0,6,71,10411,1,2013
31075.0,,123.0,71.0,129.0,37300.0,702.0,379.0,1412.0,30.0,13528.0,102.0,6,71,10411,3,2013
32083.0,,255.0,64.0,142.0,108700.0,909.0,379.0,2173.0,28.7,9527.0,205.0,6,71,7601,1,2013
26075.0,,274.0,13.0,226.0,69500.0,1030.0,256.0,1834.0,22.9,7572.0,166.0,6,71,7601,2,2013
55972.0,,199.0,100.0,108.0,129900.0,1533.0,95.0,1615.0,35.7,23788.0,25.0,6,71,10009,1,2013
65143.0,,139.0,135.0,89.0,186300.0,1366.0,105.0,1451.0,40.8,24275.0,0.0,6,71,7403,4,2013
44754.0,,225.0,114.0,58.0,143800.0,900.0,166.0,1232.0,37.3,27350.0,0.0,6,71,7403,2,2013
75865.0,,141.0,97.0,109.0,191300.0,-666666666.0,19.0,821.0,45.2,29095.0,29.0,6,71,7403,5,2013
25735.0,,152.0,0.0,186.0,101800.0,867.0,271.0,2057.0,24.3,7869.0,146.0,6,71,6500,3,2013
24879.0,,335.0,41.0,102.0,-666666666.0,857.0,441.0,2275.0,28.6,7157.0,101.0,6,71,6500,4,2013
26288.0,,176.0,0.0,95.0,137500.0,964.0,349.0,1759.0,22.5,8001.0,179.0,6,71,6500,1,2013
32750.0,,84.0,54.0,102.0,100400.0,957.0,153.0,1000.0,29.8,11635.0,84.0,6,71,6500,2,2013
82875.0,,318.0,221.0,93.0,231100.0,1570.0,86.0,1608.0,41.6,27168.0,18.0,6,71,7106,4,2013
74097.0,,107.0,99.0,55.0,227100.0,-666666666.0,6.0,1009.0,36.3,26981.0,0.0,6,71,7106,1,2013
76607.0,,25.0,136.0,45.0,239600.0,1720.0,99.0,929.0,47.9,28949.0,12.0,6,71,7104,4,2013
61625.0,,193.0,79.0,79.0,223200.0,1496.0,111.0,1440.0,38.4,35665.0,0.0,6,71,7104,3,2013
73529.0,,213.0,233.0,94.0,253000.0,-666666666.0,25.0,1419.0,38.9,33366.0,41.0,6,71,7105,2,2013
36607.0,,290.0,61.0,134.0,66500.0,525.0,153.0,1404.0,36.9,18468.0,80.0,6,71,808,3,2013
103088.0,,290.0,204.0,40.0,359800.0,1438.0,23.0,1490.0,50.0,40043.0,22.0,6,71,808,1,2013
43125.0,,296.0,119.0,127.0,341100.0,1194.0,267.0,1724.0,33.0,20757.0,83.0,6,71,808,2,2013
62440.0,,329.0,101.0,154.0,200000.0,1237.0,91.0,2036.0,36.8,24033.0,31.0,6,71,8708,2,2013
47147.0,,700.0,105.0,92.0,153300.0,1151.0,153.0,1998.0,53.3,24895.0,65.0,6,71,9107,3,2013
31676.0,,540.0,197.0,106.0,169600.0,-666666666.0,215.0,2227.0,52.2,25401.0,70.0,6,71,9107,1,2013
38333.0,,121.0,26.0,90.0,111600.0,1014.0,115.0,1093.0,40.1,14581.0,14.0,6,71,10011,1,2013
45774.0,,316.0,226.0,15.0,208600.0,1055.0,176.0,1789.0,44.7,19115.0,65.0,6,71,7200,4,2013
45463.0,,111.0,129.0,80.0,217200.0,1059.0,320.0,1182.0,27.1,23324.0,42.0,6,71,7106,3,2013
49130.0,,98.0,91.0,6.0,193800.0,1613.0,166.0,563.0,50.2,32469.0,0.0,6,71,7106,2,2013
45625.0,,324.0,82.0,90.0,149400.0,896.0,198.0,1793.0,26.8,12757.0,62.0,6,71,7200,3,2013
40833.0,,123.0,252.0,84.0,94200.0,1123.0,255.0,1761.0,34.2,19226.0,129.0,6,71,7200,1,2013
69047.0,,215.0,42.0,59.0,200700.0,1358.0,201.0,2009.0,21.9,22551.0,9.0,6,71,4504,1,2013
86230.0,,107.0,220.0,32.0,235700.0,1677.0,102.0,1956.0,35.6,27745.0,0.0,6,71,4504,2,2013
47083.0,,104.0,25.0,74.0,118200.0,1214.0,65.0,722.0,29.9,16730.0,0.0,6,71,5300,5,2013
31458.0,,86.0,47.0,28.0,108800.0,1134.0,108.0,926.0,24.9,9671.0,84.0,6,71,5300,2,2013
34583.0,,110.0,27.0,96.0,122300.0,808.0,167.0,1033.0,23.0,9309.0,70.0,6,71,5300,3,2013
36983.0,,394.0,49.0,91.0,120800.0,733.0,135.0,1718.0,41.5,16583.0,78.0,6,71,11700,1,2013
52299.0,,82.0,274.0,24.0,152000.0,980.0,359.0,1511.0,30.6,24290.0,80.0,6,71,7800,1,2013
76923.0,,155.0,26.0,97.0,201700.0,1510.0,96.0,792.0,31.2,32089.0,9.0,6,71,8800,4,2013
34228.0,,95.0,116.0,82.0,167400.0,940.0,267.0,1170.0,27.9,16245.0,118.0,6,71,8800,2,2013
60777.0,,376.0,164.0,147.0,197600.0,1177.0,364.0,3044.0,29.1,20873.0,110.0,6,71,8800,3,2013
41071.0,,171.0,7.0,93.0,76400.0,896.0,172.0,1329.0,27.6,14566.0,11.0,6,71,9800,4,2013
12026.0,,81.0,8.0,42.0,9999.0,635.0,180.0,652.0,28.0,7804.0,83.0,6,71,9800,2,2013
71488.0,,156.0,74.0,128.0,146300.0,1230.0,113.0,1423.0,33.7,23887.0,15.0,6,71,10009,2,2013
31667.0,,380.0,64.0,255.0,98200.0,934.0,433.0,2436.0,28.5,10216.0,177.0,6,71,5400,4,2013
28222.0,,161.0,10.0,168.0,145000.0,811.0,274.0,1772.0,28.3,10290.0,136.0,6,71,5400,1,2013
25423.0,,312.0,11.0,363.0,96400.0,833.0,652.0,2767.0,25.5,9213.0,275.0,6,71,5500,1,2013
20220.0,,161.0,23.0,231.0,117600.0,844.0,280.0,1504.0,20.5,6549.0,193.0,6,71,5500,3,2013
14554.0,,59.0,12.0,25.0,219600.0,693.0,220.0,1057.0,21.2,7509.0,134.0,6,71,5500,5,2013
27054.0,,440.0,65.0,288.0,108500.0,1147.0,304.0,2055.0,26.9,11980.0,101.0,6,71,4202,1,2013
56477.0,,255.0,23.0,214.0,155000.0,1350.0,88.0,1858.0,34.0,15883.0,72.0,6,71,4401,2,2013
21178.0,,176.0,15.0,47.0,20900.0,-666666666.0,54.0,629.0,43.7,12481.0,63.0,6,71,4401,1,2013
60227.0,,354.0,88.0,58.0,112900.0,993.0,194.0,1912.0,36.0,16134.0,40.0,6,71,6302,1,2013
17875.0,,244.0,30.0,155.0,125000.0,1082.0,357.0,2148.0,29.6,6418.0,284.0,6,71,6302,3,2013
44677.0,,369.0,30.0,266.0,110000.0,965.0,199.0,2079.0,18.8,10477.0,90.0,6,71,6302,5,2013
32807.0,,214.0,30.0,159.0,122300.0,1219.0,253.0,1639.0,26.2,8585.0,154.0,6,71,6302,2,2013
22984.0,,263.0,13.0,170.0,98300.0,888.0,324.0,1833.0,28.0,10934.0,169.0,6,71,10011,3,2013
91188.0,,111.0,108.0,98.0,365500.0,-666666666.0,41.0,783.0,40.1,28911.0,12.0,6,71,109,2,2013
88894.0,,134.0,348.0,89.0,402400.0,-666666666.0,35.0,1358.0,35.3,31791.0,0.0,6,71,109,1,2013
86528.0,,129.0,401.0,73.0,463700.0,1307.0,197.0,2197.0,44.1,45327.0,0.0,6,71,804,2,2013
40086.0,,269.0,94.0,57.0,268300.0,1486.0,201.0,1032.0,47.4,29226.0,34.0,6,71,1702,3,2013
93500.0,,148.0,155.0,217.0,353300.0,-666666666.0,15.0,1762.0,32.9,26295.0,0.0,6,71,1702,2,2013
105333.0,,90.0,40.0,58.0,222900.0,-666666666.0,13.0,444.0,29.9,30245.0,0.0,6,71,7901,1,2013
132692.0,,177.0,212.0,57.0,371500.0,-666666666.0,15.0,1509.0,45.1,45129.0,13.0,6,71,7901,3,2013
124784.0,,453.0,731.0,148.0,359000.0,2001.0,126.0,5272.0,34.3,39044.0,42.0,6,71,7901,4,2013
98362.0,,64.0,93.0,19.0,227300.0,1109.0,119.0,983.0,30.5,40417.0,0.0,6,71,8301,1,2013
93289.0,,212.0,321.0,44.0,298600.0,1612.0,188.0,1537.0,41.3,38687.0,0.0,6,71,8301,2,2013
106667.0,,153.0,320.0,61.0,336100.0,-666666666.0,18.0,1547.0,46.0,37706.0,19.0,6,71,8301,4,2013
50962.0,,230.0,350.0,136.0,-666666666.0,1219.0,770.0,1483.0,34.4,31063.0,0.0,6,71,8301,3,2013
160699.0,,84.0,257.0,0.0,409500.0,749.0,73.0,1182.0,57.9,66166.0,0.0,6,71,8301,5,2013
22688.0,,102.0,63.0,200.0,175500.0,556.0,426.0,2228.0,21.2,9261.0,213.0,6,71,4201,3,2013
30673.0,,102.0,12.0,40.0,185000.0,1015.0,159.0,1084.0,27.1,12325.0,64.0,6,71,4201,2,2013
51655.0,,108.0,22.0,15.0,139200.0,1088.0,105.0,948.0,31.9,12988.0,39.0,6,71,6201,1,2013
52891.0,,474.0,80.0,142.0,158300.0,1120.0,127.0,2042.0,51.1,23966.0,12.0,6,71,6201,3,2013
47917.0,,62.0,15.0,50.0,100300.0,-666666666.0,38.0,480.0,42.1,12651.0,31.0,6,71,6201,2,2013
31184.0,,105.0,32.0,53.0,104200.0,905.0,221.0,1111.0,23.5,9027.0,52.0,6,71,7407,2,2013
48216.0,,249.0,104.0,133.0,112300.0,1004.0,293.0,1720.0,26.3,18172.0,90.0,6,71,10415,1,2013
23750.0,,294.0,135.0,233.0,114200.0,840.0,313.0,1323.0,35.3,12491.0,91.0,6,71,10415,3,2013
58136.0,,53.0,42.0,50.0,132000.0,1151.0,105.0,1124.0,40.3,22516.0,35.0,6,71,11600,1,2013
70000.0,,479.0,470.0,157.0,198300.0,1308.0,280.0,3114.0,40.7,29472.0,87.0,6,71,11600,3,2013
35815.0,,130.0,39.0,5.0,48200.0,795.0,41.0,584.0,67.4,25686.0,0.0,6,71,940100,1,2013
124250.0,,99.0,201.0,83.0,565400.0,1769.0,14.0,1347.0,39.7,38433.0,0.0,6,71,108,1,2013
82159.0,,108.0,316.0,37.0,461100.0,1601.0,212.0,1173.0,35.6,46956.0,6.0,6,71,108,2,2013
37344.0,,235.0,60.0,98.0,129500.0,1158.0,79.0,1610.0,33.8,11218.0,54.0,6,71,6301,1,2013
24048.0,,338.0,42.0,101.0,150500.0,945.0,516.0,2278.0,37.2,9937.0,178.0,6,71,6301,3,2013
37083.0,,143.0,21.0,88.0,123100.0,746.0,150.0,890.0,28.6,10368.0,24.0,6,71,6301,4,2013
13333.0,,3.0,13.0,63.0,-666666666.0,278.0,222.0,695.0,19.3,5241.0,119.0,6,71,6401,1,2013
59923.0,,496.0,355.0,124.0,230400.0,1325.0,348.0,3863.0,30.4,21869.0,122.0,6,71,8001,3,2013
47898.0,,461.0,53.0,35.0,149800.0,1100.0,339.0,1959.0,28.6,16711.0,80.0,6,71,8001,2,2013
110694.0,,31.0,220.0,34.0,298100.0,966.0,25.0,868.0,50.6,45984.0,0.0,6,71,8302,1,2013
91322.0,,305.0,257.0,65.0,447900.0,1577.0,88.0,2168.0,44.6,36803.0,58.0,6,71,815,2,2013
96304.0,,177.0,106.0,26.0,310100.0,-666666666.0,9.0,972.0,36.1,28548.0,0.0,6,71,403,1,2013
60333.0,,404.0,110.0,111.0,231800.0,985.0,174.0,1805.0,37.4,23983.0,21.0,6,71,403,2,2013
96250.0,,282.0,184.0,88.0,416300.0,1104.0,74.0,1673.0,37.0,29051.0,23.0,6,71,403,3,2013
18675.0,,413.0,60.0,80.0,60100.0,885.0,193.0,1738.0,45.5,12083.0,171.0,6,71,10423,2,2013
50253.0,,257.0,142.0,49.0,173000.0,1094.0,228.0,2294.0,41.4,27276.0,115.0,6,71,9708,2,2013
57532.0,,220.0,92.0,104.0,288400.0,-666666666.0,77.0,1709.0,45.3,17443.0,0.0,6,71,7403,1,2013
53194.0,,314.0,93.0,101.0,116100.0,924.0,435.0,2287.0,25.2,15949.0,91.0,6,71,7403,3,2013
29179.0,,192.0,86.0,96.0,164800.0,1088.0,415.0,1627.0,21.5,13026.0,97.0,6,71,824,1,2013
116652.0,,85.0,322.0,28.0,602200.0,-666666666.0,0.0,1078.0,52.4,46323.0,0.0,6,71,814,4,2013
57454.0,,234.0,148.0,88.0,382700.0,1586.0,79.0,1501.0,38.6,32007.0,24.0,6,71,9202,1,2013
75179.0,,435.0,58.0,183.0,181900.0,1339.0,74.0,2535.0,28.1,16082.0,31.0,6,71,2502,3,2013
80574.0,,636.0,73.0,103.0,169400.0,1396.0,125.0,2568.0,35.0,23934.0,9.0,6,71,10023,1,2013
27944.0,,200.0,65.0,50.0,152000.0,911.0,142.0,1023.0,52.4,18673.0,7.0,6,71,10300,2,2013
57750.0,,313.0,108.0,71.0,278900.0,1396.0,55.0,936.0,52.9,29184.0,0.0,6,71,11300,2,2013
63000.0,,125.0,495.0,29.0,257000.0,1625.0,377.0,2004.0,34.6,27222.0,103.0,6,71,103,3,2013
53728.0,,229.0,58.0,151.0,166800.0,1299.0,167.0,1798.0,39.4,21076.0,14.0,6,71,10004,4,2013
54076.0,,110.0,54.0,117.0,71800.0,-666666666.0,18.0,1093.0,28.0,15173.0,14.0,6,71,4900,1,2013
16818.0,,248.0,6.0,116.0,113500.0,830.0,246.0,1333.0,27.7,9095.0,131.0,6,71,4900,4,2013
17064.0,,144.0,16.0,38.0,126000.0,849.0,292.0,1104.0,29.9,9069.0,124.0,6,71,5800,2,2013
34352.0,,119.0,22.0,15.0,113000.0,924.0,127.0,637.0,26.9,16962.0,12.0,6,71,7000,4,2013
53500.0,,96.0,56.0,124.0,146400.0,1605.0,176.0,1210.0,24.6,15286.0,63.0,6,71,5200,2,2013
52297.0,,410.0,80.0,157.0,120700.0,1168.0,274.0,2716.0,28.7,16933.0,102.0,6,71,6100,6,2013
45438.0,,316.0,121.0,177.0,173900.0,1394.0,192.0,2106.0,30.9,15786.0,57.0,6,71,6100,3,2013
68607.0,,79.0,64.0,0.0,258900.0,-666666666.0,37.0,548.0,42.1,42755.0,0.0,6,71,6100,1,2013
42961.0,,135.0,21.0,156.0,158400.0,827.0,133.0,1313.0,24.4,12879.0,105.0,6,71,6700,1,2013
26763.0,,124.0,17.0,117.0,142900.0,863.0,197.0,1445.0,28.5,10977.0,115.0,6,71,1600,4,2013
26222.0,,16.0,0.0,47.0,-666666666.0,996.0,90.0,436.0,19.0,7429.0,28.0,6,71,1600,2,2013
51979.0,,387.0,174.0,12.0,269500.0,1134.0,140.0,2061.0,27.5,17374.0,90.0,6,71,301,1,2013
53750.0,,123.0,24.0,84.0,173400.0,1300.0,100.0,1653.0,25.2,11185.0,45.0,6,71,2502,4,2013
76645.0,,84.0,79.0,0.0,288700.0,-666666666.0,36.0,880.0,37.0,30928.0,0.0,6,71,10902,1,2013
71901.0,,167.0,217.0,21.0,446400.0,-666666666.0,81.0,1373.0,47.1,40562.0,0.0,6,71,8703,2,2013
72250.0,,251.0,269.0,112.0,303500.0,1453.0,194.0,1708.0,33.4,26395.0,9.0,6,71,1703,1,2013
55956.0,,291.0,234.0,99.0,173500.0,1317.0,276.0,2017.0,31.9,26403.0,33.0,6,71,10416,1,2013
61685.0,,269.0,67.0,100.0,275400.0,1225.0,127.0,1665.0,37.4,19831.0,114.0,6,71,10802,1,2013
